file_name,label,number_label
D:\data\archive\animals_224\cane\cane1057.jpg,cane,0
D:\data\archive\animals_224\cane\cane1058.jpg,cane,0
D:\data\archive\animals_224\cane\cane1059.jpg,cane,0
D:\data\archive\animals_224\cane\cane106.jpg,cane,0
D:\data\archive\animals_224\cane\cane1060.jpg,cane,0
D:\data\archive\animals_224\cane\cane1061.jpg,cane,0
D:\data\archive\animals_224\cane\cane1062.jpg,cane,0
D:\data\archive\animals_224\cane\cane1063.jpg,cane,0
D:\data\archive\animals_224\cane\cane1064.jpg,cane,0
D:\data\archive\animals_224\cane\cane1065.jpg,cane,0
D:\data\archive\animals_224\cane\cane1066.jpg,cane,0
D:\data\archive\animals_224\cane\cane1067.jpg,cane,0
D:\data\archive\animals_224\cane\cane1068.jpg,cane,0
D:\data\archive\animals_224\cane\cane1069.jpg,cane,0
D:\data\archive\animals_224\cane\cane107.jpg,cane,0
D:\data\archive\animals_224\cane\cane1070.jpg,cane,0
D:\data\archive\animals_224\cane\cane1071.jpg,cane,0
D:\data\archive\animals_224\cane\cane1072.jpg,cane,0
D:\data\archive\animals_224\cane\cane1073.jpg,cane,0
D:\data\archive\animals_224\cane\cane1074.jpg,cane,0
D:\data\archive\animals_224\cane\cane1075.jpg,cane,0
D:\data\archive\animals_224\cane\cane1076.jpg,cane,0
D:\data\archive\animals_224\cane\cane1077.jpg,cane,0
D:\data\archive\animals_224\cane\cane1078.jpg,cane,0
D:\data\archive\animals_224\cane\cane1079.jpg,cane,0
D:\data\archive\animals_224\cane\cane108.jpg,cane,0
D:\data\archive\animals_224\cane\cane1080.jpg,cane,0
D:\data\archive\animals_224\cane\cane1081.jpg,cane,0
D:\data\archive\animals_224\cane\cane1082.jpg,cane,0
D:\data\archive\animals_224\cane\cane1083.jpg,cane,0
D:\data\archive\animals_224\cane\cane1084.jpg,cane,0
D:\data\archive\animals_224\cane\cane1085.jpg,cane,0
D:\data\archive\animals_224\cane\cane1086.jpg,cane,0
D:\data\archive\animals_224\cane\cane1087.jpg,cane,0
D:\data\archive\animals_224\cane\cane1088.jpg,cane,0
D:\data\archive\animals_224\cane\cane1089.jpg,cane,0
D:\data\archive\animals_224\cane\cane109.jpg,cane,0
D:\data\archive\animals_224\cane\cane1090.jpg,cane,0
D:\data\archive\animals_224\cane\cane1091.jpg,cane,0
D:\data\archive\animals_224\cane\cane1092.jpg,cane,0
D:\data\archive\animals_224\cane\cane1093.jpg,cane,0
D:\data\archive\animals_224\cane\cane1094.jpg,cane,0
D:\data\archive\animals_224\cane\cane1095.jpg,cane,0
D:\data\archive\animals_224\cane\cane1096.jpg,cane,0
D:\data\archive\animals_224\cane\cane1097.jpg,cane,0
D:\data\archive\animals_224\cane\cane1098.jpg,cane,0
D:\data\archive\animals_224\cane\cane1099.jpg,cane,0
D:\data\archive\animals_224\cane\cane11.jpg,cane,0
D:\data\archive\animals_224\cane\cane110.jpg,cane,0
D:\data\archive\animals_224\cane\cane1100.jpg,cane,0
D:\data\archive\animals_224\cane\cane1101.jpg,cane,0
D:\data\archive\animals_224\cane\cane1102.jpg,cane,0
D:\data\archive\animals_224\cane\cane1103.jpg,cane,0
D:\data\archive\animals_224\cane\cane1104.jpg,cane,0
D:\data\archive\animals_224\cane\cane1105.jpg,cane,0
D:\data\archive\animals_224\cane\cane1106.jpg,cane,0
D:\data\archive\animals_224\cane\cane1107.jpg,cane,0
D:\data\archive\animals_224\cane\cane1108.jpg,cane,0
D:\data\archive\animals_224\cane\cane1109.jpg,cane,0
D:\data\archive\animals_224\cane\cane111.jpg,cane,0
D:\data\archive\animals_224\cane\cane1110.jpg,cane,0
D:\data\archive\animals_224\cane\cane1111.jpg,cane,0
D:\data\archive\animals_224\cane\cane1112.jpg,cane,0
D:\data\archive\animals_224\cane\cane1113.jpg,cane,0
D:\data\archive\animals_224\cane\cane1114.jpg,cane,0
D:\data\archive\animals_224\cane\cane1115.jpg,cane,0
D:\data\archive\animals_224\cane\cane1116.jpg,cane,0
D:\data\archive\animals_224\cane\cane1117.jpg,cane,0
D:\data\archive\animals_224\cane\cane1118.jpg,cane,0
D:\data\archive\animals_224\cane\cane1119.jpg,cane,0
D:\data\archive\animals_224\cane\cane112.jpg,cane,0
D:\data\archive\animals_224\cane\cane1120.jpg,cane,0
D:\data\archive\animals_224\cane\cane1121.jpg,cane,0
D:\data\archive\animals_224\cane\cane1122.jpg,cane,0
D:\data\archive\animals_224\cane\cane1123.jpg,cane,0
D:\data\archive\animals_224\cane\cane1124.jpg,cane,0
D:\data\archive\animals_224\cane\cane1125.jpg,cane,0
D:\data\archive\animals_224\cane\cane1126.jpg,cane,0
D:\data\archive\animals_224\cane\cane1127.jpg,cane,0
D:\data\archive\animals_224\cane\cane1128.jpg,cane,0
D:\data\archive\animals_224\cane\cane1129.jpg,cane,0
D:\data\archive\animals_224\cane\cane113.jpg,cane,0
D:\data\archive\animals_224\cane\cane1130.jpg,cane,0
D:\data\archive\animals_224\cane\cane1131.jpg,cane,0
D:\data\archive\animals_224\cane\cane1132.jpg,cane,0
D:\data\archive\animals_224\cane\cane1133.jpg,cane,0
D:\data\archive\animals_224\cane\cane1134.jpg,cane,0
D:\data\archive\animals_224\cane\cane1135.jpg,cane,0
D:\data\archive\animals_224\cane\cane1136.jpg,cane,0
D:\data\archive\animals_224\cane\cane1137.jpg,cane,0
D:\data\archive\animals_224\cane\cane1138.jpg,cane,0
D:\data\archive\animals_224\cane\cane1139.jpg,cane,0
D:\data\archive\animals_224\cane\cane114.jpg,cane,0
D:\data\archive\animals_224\cane\cane1140.jpg,cane,0
D:\data\archive\animals_224\cane\cane1141.jpg,cane,0
D:\data\archive\animals_224\cane\cane1142.jpg,cane,0
D:\data\archive\animals_224\cane\cane1143.jpg,cane,0
D:\data\archive\animals_224\cane\cane1144.jpg,cane,0
D:\data\archive\animals_224\cane\cane1145.jpg,cane,0
D:\data\archive\animals_224\cane\cane1146.jpg,cane,0
D:\data\archive\animals_224\cane\cane1147.jpg,cane,0
D:\data\archive\animals_224\cane\cane1148.jpg,cane,0
D:\data\archive\animals_224\cane\cane1149.jpg,cane,0
D:\data\archive\animals_224\cane\cane115.jpg,cane,0
D:\data\archive\animals_224\cane\cane1150.jpg,cane,0
D:\data\archive\animals_224\cane\cane1151.jpg,cane,0
D:\data\archive\animals_224\cane\cane1152.jpg,cane,0
D:\data\archive\animals_224\cane\cane1153.jpg,cane,0
D:\data\archive\animals_224\cane\cane1154.jpg,cane,0
D:\data\archive\animals_224\cane\cane1155.jpg,cane,0
D:\data\archive\animals_224\cane\cane1156.jpg,cane,0
D:\data\archive\animals_224\cane\cane1157.jpg,cane,0
D:\data\archive\animals_224\cane\cane1158.jpg,cane,0
D:\data\archive\animals_224\cane\cane1159.jpg,cane,0
D:\data\archive\animals_224\cane\cane116.jpg,cane,0
D:\data\archive\animals_224\cane\cane1160.jpg,cane,0
D:\data\archive\animals_224\cane\cane1161.jpg,cane,0
D:\data\archive\animals_224\cane\cane1162.jpg,cane,0
D:\data\archive\animals_224\cane\cane1163.jpg,cane,0
D:\data\archive\animals_224\cane\cane1164.jpg,cane,0
D:\data\archive\animals_224\cane\cane1165.jpg,cane,0
D:\data\archive\animals_224\cane\cane1166.jpg,cane,0
D:\data\archive\animals_224\cane\cane1167.jpg,cane,0
D:\data\archive\animals_224\cane\cane1168.jpg,cane,0
D:\data\archive\animals_224\cane\cane1169.jpg,cane,0
D:\data\archive\animals_224\cane\cane117.jpg,cane,0
D:\data\archive\animals_224\cane\cane1170.jpg,cane,0
D:\data\archive\animals_224\cane\cane1171.jpg,cane,0
D:\data\archive\animals_224\cane\cane1172.jpg,cane,0
D:\data\archive\animals_224\cane\cane1173.jpg,cane,0
D:\data\archive\animals_224\cane\cane1174.jpg,cane,0
D:\data\archive\animals_224\cane\cane1175.jpg,cane,0
D:\data\archive\animals_224\cane\cane1176.jpg,cane,0
D:\data\archive\animals_224\cane\cane1177.jpg,cane,0
D:\data\archive\animals_224\cane\cane1178.jpg,cane,0
D:\data\archive\animals_224\cane\cane1179.jpg,cane,0
D:\data\archive\animals_224\cane\cane118.jpg,cane,0
D:\data\archive\animals_224\cane\cane1180.jpg,cane,0
D:\data\archive\animals_224\cane\cane1181.jpg,cane,0
D:\data\archive\animals_224\cane\cane1182.jpg,cane,0
D:\data\archive\animals_224\cane\cane1183.jpg,cane,0
D:\data\archive\animals_224\cane\cane1184.jpg,cane,0
D:\data\archive\animals_224\cane\cane1185.jpg,cane,0
D:\data\archive\animals_224\cane\cane1186.jpg,cane,0
D:\data\archive\animals_224\cane\cane1187.jpg,cane,0
D:\data\archive\animals_224\cane\cane1188.jpg,cane,0
D:\data\archive\animals_224\cane\cane1189.jpg,cane,0
D:\data\archive\animals_224\cane\cane119.jpg,cane,0
D:\data\archive\animals_224\cane\cane1190.jpg,cane,0
D:\data\archive\animals_224\cane\cane1191.jpg,cane,0
D:\data\archive\animals_224\cane\cane1192.jpg,cane,0
D:\data\archive\animals_224\cane\cane1193.jpg,cane,0
D:\data\archive\animals_224\cane\cane1194.jpg,cane,0
D:\data\archive\animals_224\cane\cane1195.jpg,cane,0
D:\data\archive\animals_224\cane\cane1196.jpg,cane,0
D:\data\archive\animals_224\cane\cane1197.jpg,cane,0
D:\data\archive\animals_224\cane\cane1198.jpg,cane,0
D:\data\archive\animals_224\cane\cane1199.jpg,cane,0
D:\data\archive\animals_224\cane\cane12.jpg,cane,0
D:\data\archive\animals_224\cane\cane120.jpg,cane,0
D:\data\archive\animals_224\cane\cane1200.jpg,cane,0
D:\data\archive\animals_224\cane\cane1201.jpg,cane,0
D:\data\archive\animals_224\cane\cane1202.jpg,cane,0
D:\data\archive\animals_224\cane\cane1203.jpg,cane,0
D:\data\archive\animals_224\cane\cane1204.jpg,cane,0
D:\data\archive\animals_224\cane\cane1205.jpg,cane,0
D:\data\archive\animals_224\cane\cane1206.jpg,cane,0
D:\data\archive\animals_224\cane\cane1207.jpg,cane,0
D:\data\archive\animals_224\cane\cane1208.jpg,cane,0
D:\data\archive\animals_224\cane\cane1209.jpg,cane,0
D:\data\archive\animals_224\cane\cane121.jpg,cane,0
D:\data\archive\animals_224\cane\cane1210.jpg,cane,0
D:\data\archive\animals_224\cane\cane1211.jpg,cane,0
D:\data\archive\animals_224\cane\cane1212.jpg,cane,0
D:\data\archive\animals_224\cane\cane1213.jpg,cane,0
D:\data\archive\animals_224\cane\cane1214.jpg,cane,0
D:\data\archive\animals_224\cane\cane1215.jpg,cane,0
D:\data\archive\animals_224\cane\cane1216.jpg,cane,0
D:\data\archive\animals_224\cane\cane1217.jpg,cane,0
D:\data\archive\animals_224\cane\cane1218.jpg,cane,0
D:\data\archive\animals_224\cane\cane1219.jpg,cane,0
D:\data\archive\animals_224\cane\cane122.jpg,cane,0
D:\data\archive\animals_224\cane\cane1220.jpg,cane,0
D:\data\archive\animals_224\cane\cane1221.jpg,cane,0
D:\data\archive\animals_224\cane\cane1222.jpg,cane,0
D:\data\archive\animals_224\cane\cane1223.jpg,cane,0
D:\data\archive\animals_224\cane\cane1224.jpg,cane,0
D:\data\archive\animals_224\cane\cane1225.jpg,cane,0
D:\data\archive\animals_224\cane\cane1226.jpg,cane,0
D:\data\archive\animals_224\cane\cane1227.jpg,cane,0
D:\data\archive\animals_224\cane\cane1228.jpg,cane,0
D:\data\archive\animals_224\cane\cane1229.jpg,cane,0
D:\data\archive\animals_224\cane\cane123.jpg,cane,0
D:\data\archive\animals_224\cane\cane1230.jpg,cane,0
D:\data\archive\animals_224\cane\cane1231.jpg,cane,0
D:\data\archive\animals_224\cane\cane1232.jpg,cane,0
D:\data\archive\animals_224\cane\cane1233.jpg,cane,0
D:\data\archive\animals_224\cane\cane1234.jpg,cane,0
D:\data\archive\animals_224\cane\cane1235.jpg,cane,0
D:\data\archive\animals_224\cane\cane1236.jpg,cane,0
D:\data\archive\animals_224\cane\cane1237.jpg,cane,0
D:\data\archive\animals_224\cane\cane1238.jpg,cane,0
D:\data\archive\animals_224\cane\cane1239.jpg,cane,0
D:\data\archive\animals_224\cane\cane124.jpg,cane,0
D:\data\archive\animals_224\cane\cane1240.jpg,cane,0
D:\data\archive\animals_224\cane\cane1241.jpg,cane,0
D:\data\archive\animals_224\cane\cane1242.jpg,cane,0
D:\data\archive\animals_224\cane\cane1243.jpg,cane,0
D:\data\archive\animals_224\cane\cane1244.jpg,cane,0
D:\data\archive\animals_224\cane\cane1245.jpg,cane,0
D:\data\archive\animals_224\cane\cane1246.jpg,cane,0
D:\data\archive\animals_224\cane\cane1247.jpg,cane,0
D:\data\archive\animals_224\cane\cane1248.jpg,cane,0
D:\data\archive\animals_224\cane\cane1249.jpg,cane,0
D:\data\archive\animals_224\cane\cane125.jpg,cane,0
D:\data\archive\animals_224\cane\cane1250.jpg,cane,0
D:\data\archive\animals_224\cane\cane1251.jpg,cane,0
D:\data\archive\animals_224\cane\cane1252.jpg,cane,0
D:\data\archive\animals_224\cane\cane1253.jpg,cane,0
D:\data\archive\animals_224\cane\cane1254.jpg,cane,0
D:\data\archive\animals_224\cane\cane1255.jpg,cane,0
D:\data\archive\animals_224\cane\cane1256.jpg,cane,0
D:\data\archive\animals_224\cane\cane1257.jpg,cane,0
D:\data\archive\animals_224\cane\cane1258.jpg,cane,0
D:\data\archive\animals_224\cane\cane1259.jpg,cane,0
D:\data\archive\animals_224\cane\cane126.jpg,cane,0
D:\data\archive\animals_224\cane\cane1260.jpg,cane,0
D:\data\archive\animals_224\cane\cane1261.jpg,cane,0
D:\data\archive\animals_224\cane\cane1262.jpg,cane,0
D:\data\archive\animals_224\cane\cane1263.jpg,cane,0
D:\data\archive\animals_224\cane\cane1264.jpg,cane,0
D:\data\archive\animals_224\cane\cane1265.jpg,cane,0
D:\data\archive\animals_224\cane\cane1266.jpg,cane,0
D:\data\archive\animals_224\cane\cane1267.jpg,cane,0
D:\data\archive\animals_224\cane\cane1268.jpg,cane,0
D:\data\archive\animals_224\cane\cane1269.jpg,cane,0
D:\data\archive\animals_224\cane\cane127.jpg,cane,0
D:\data\archive\animals_224\cane\cane1270.jpg,cane,0
D:\data\archive\animals_224\cane\cane1271.jpg,cane,0
D:\data\archive\animals_224\cane\cane1272.jpg,cane,0
D:\data\archive\animals_224\cane\cane1273.jpg,cane,0
D:\data\archive\animals_224\cane\cane1274.jpg,cane,0
D:\data\archive\animals_224\cane\cane1275.jpg,cane,0
D:\data\archive\animals_224\cane\cane1276.jpg,cane,0
D:\data\archive\animals_224\cane\cane1277.jpg,cane,0
D:\data\archive\animals_224\cane\cane1278.jpg,cane,0
D:\data\archive\animals_224\cane\cane1279.jpg,cane,0
D:\data\archive\animals_224\cane\cane128.jpg,cane,0
D:\data\archive\animals_224\cane\cane1280.jpg,cane,0
D:\data\archive\animals_224\cane\cane1281.jpg,cane,0
D:\data\archive\animals_224\cane\cane1282.jpg,cane,0
D:\data\archive\animals_224\cane\cane1283.jpg,cane,0
D:\data\archive\animals_224\cane\cane1284.jpg,cane,0
D:\data\archive\animals_224\cane\cane1285.jpg,cane,0
D:\data\archive\animals_224\cane\cane1286.jpg,cane,0
D:\data\archive\animals_224\cane\cane1287.jpg,cane,0
D:\data\archive\animals_224\cane\cane1288.jpg,cane,0
D:\data\archive\animals_224\cane\cane1289.jpg,cane,0
D:\data\archive\animals_224\cane\cane129.jpg,cane,0
D:\data\archive\animals_224\cane\cane1290.jpg,cane,0
D:\data\archive\animals_224\cane\cane1291.jpg,cane,0
D:\data\archive\animals_224\cane\cane1292.jpg,cane,0
D:\data\archive\animals_224\cane\cane1293.jpg,cane,0
D:\data\archive\animals_224\cane\cane1294.jpg,cane,0
D:\data\archive\animals_224\cane\cane1295.jpg,cane,0
D:\data\archive\animals_224\cane\cane1296.jpg,cane,0
D:\data\archive\animals_224\cane\cane1297.jpg,cane,0
D:\data\archive\animals_224\cane\cane1298.jpg,cane,0
D:\data\archive\animals_224\cane\cane1299.jpg,cane,0
D:\data\archive\animals_224\cane\cane13.jpg,cane,0
D:\data\archive\animals_224\cane\cane130.jpg,cane,0
D:\data\archive\animals_224\cane\cane1300.jpg,cane,0
D:\data\archive\animals_224\cane\cane1301.jpg,cane,0
D:\data\archive\animals_224\cane\cane1302.jpg,cane,0
D:\data\archive\animals_224\cane\cane1303.jpg,cane,0
D:\data\archive\animals_224\cane\cane1304.jpg,cane,0
D:\data\archive\animals_224\cane\cane1305.jpg,cane,0
D:\data\archive\animals_224\cane\cane1306.jpg,cane,0
D:\data\archive\animals_224\cane\cane1307.jpg,cane,0
D:\data\archive\animals_224\cane\cane1308.jpg,cane,0
D:\data\archive\animals_224\cane\cane1309.jpg,cane,0
D:\data\archive\animals_224\cane\cane131.jpg,cane,0
D:\data\archive\animals_224\cane\cane1310.jpg,cane,0
D:\data\archive\animals_224\cane\cane1311.jpg,cane,0
D:\data\archive\animals_224\cane\cane1312.jpg,cane,0
D:\data\archive\animals_224\cane\cane1313.jpg,cane,0
D:\data\archive\animals_224\cane\cane1314.jpg,cane,0
D:\data\archive\animals_224\cane\cane1315.jpg,cane,0
D:\data\archive\animals_224\cane\cane1316.jpg,cane,0
D:\data\archive\animals_224\cane\cane1317.jpg,cane,0
D:\data\archive\animals_224\cane\cane1318.jpg,cane,0
D:\data\archive\animals_224\cane\cane1319.jpg,cane,0
D:\data\archive\animals_224\cane\cane132.jpg,cane,0
D:\data\archive\animals_224\cane\cane1320.jpg,cane,0
D:\data\archive\animals_224\cane\cane1321.jpg,cane,0
D:\data\archive\animals_224\cane\cane1322.jpg,cane,0
D:\data\archive\animals_224\cane\cane1323.jpg,cane,0
D:\data\archive\animals_224\cane\cane1324.jpg,cane,0
D:\data\archive\animals_224\cane\cane1325.jpg,cane,0
D:\data\archive\animals_224\cane\cane1326.jpg,cane,0
D:\data\archive\animals_224\cane\cane1327.jpg,cane,0
D:\data\archive\animals_224\cane\cane1328.jpg,cane,0
D:\data\archive\animals_224\cane\cane1329.jpg,cane,0
D:\data\archive\animals_224\cane\cane133.jpg,cane,0
D:\data\archive\animals_224\cane\cane1330.jpg,cane,0
D:\data\archive\animals_224\cane\cane1331.jpg,cane,0
D:\data\archive\animals_224\cane\cane1332.jpg,cane,0
D:\data\archive\animals_224\cane\cane1333.jpg,cane,0
D:\data\archive\animals_224\cane\cane1334.jpg,cane,0
D:\data\archive\animals_224\cane\cane1335.jpg,cane,0
D:\data\archive\animals_224\cane\cane1336.jpg,cane,0
D:\data\archive\animals_224\cane\cane1337.jpg,cane,0
D:\data\archive\animals_224\cane\cane1338.jpg,cane,0
D:\data\archive\animals_224\cane\cane1339.jpg,cane,0
D:\data\archive\animals_224\cane\cane134.jpg,cane,0
D:\data\archive\animals_224\cane\cane1340.jpg,cane,0
D:\data\archive\animals_224\cane\cane1341.jpg,cane,0
D:\data\archive\animals_224\cane\cane1342.jpg,cane,0
D:\data\archive\animals_224\cane\cane1343.jpg,cane,0
D:\data\archive\animals_224\cane\cane1344.jpg,cane,0
D:\data\archive\animals_224\cane\cane1345.jpg,cane,0
D:\data\archive\animals_224\cane\cane1346.jpg,cane,0
D:\data\archive\animals_224\cane\cane1347.jpg,cane,0
D:\data\archive\animals_224\cane\cane1348.jpg,cane,0
D:\data\archive\animals_224\cane\cane1349.jpg,cane,0
D:\data\archive\animals_224\cane\cane135.jpg,cane,0
D:\data\archive\animals_224\cane\cane1350.jpg,cane,0
D:\data\archive\animals_224\cane\cane1351.jpg,cane,0
D:\data\archive\animals_224\cane\cane1352.jpg,cane,0
D:\data\archive\animals_224\cane\cane1353.jpg,cane,0
D:\data\archive\animals_224\cane\cane1354.jpg,cane,0
D:\data\archive\animals_224\cane\cane1355.jpg,cane,0
D:\data\archive\animals_224\cane\cane1356.jpg,cane,0
D:\data\archive\animals_224\cane\cane1357.jpg,cane,0
D:\data\archive\animals_224\cane\cane1358.jpg,cane,0
D:\data\archive\animals_224\cane\cane1359.jpg,cane,0
D:\data\archive\animals_224\cane\cane136.jpg,cane,0
D:\data\archive\animals_224\cane\cane1360.jpg,cane,0
D:\data\archive\animals_224\cane\cane1361.jpg,cane,0
D:\data\archive\animals_224\cane\cane1362.jpg,cane,0
D:\data\archive\animals_224\cane\cane1363.jpg,cane,0
D:\data\archive\animals_224\cane\cane1364.jpg,cane,0
D:\data\archive\animals_224\cane\cane1365.jpg,cane,0
D:\data\archive\animals_224\cane\cane1366.jpg,cane,0
D:\data\archive\animals_224\cane\cane1367.jpg,cane,0
D:\data\archive\animals_224\cane\cane1368.jpg,cane,0
D:\data\archive\animals_224\cane\cane1369.jpg,cane,0
D:\data\archive\animals_224\cane\cane137.jpg,cane,0
D:\data\archive\animals_224\cane\cane1370.jpg,cane,0
D:\data\archive\animals_224\cane\cane1371.jpg,cane,0
D:\data\archive\animals_224\cane\cane1372.jpg,cane,0
D:\data\archive\animals_224\cane\cane1373.jpg,cane,0
D:\data\archive\animals_224\cane\cane1374.jpg,cane,0
D:\data\archive\animals_224\cane\cane1375.jpg,cane,0
D:\data\archive\animals_224\cane\cane1376.jpg,cane,0
D:\data\archive\animals_224\cane\cane1377.jpg,cane,0
D:\data\archive\animals_224\cane\cane1378.jpg,cane,0
D:\data\archive\animals_224\cane\cane1379.jpg,cane,0
D:\data\archive\animals_224\cane\cane138.jpg,cane,0
D:\data\archive\animals_224\cane\cane1380.jpg,cane,0
D:\data\archive\animals_224\cane\cane1381.jpg,cane,0
D:\data\archive\animals_224\cane\cane1382.jpg,cane,0
D:\data\archive\animals_224\cane\cane1383.jpg,cane,0
D:\data\archive\animals_224\cane\cane1384.jpg,cane,0
D:\data\archive\animals_224\cane\cane1385.jpg,cane,0
D:\data\archive\animals_224\cane\cane1386.jpg,cane,0
D:\data\archive\animals_224\cane\cane1387.jpg,cane,0
D:\data\archive\animals_224\cane\cane1388.jpg,cane,0
D:\data\archive\animals_224\cane\cane1389.jpg,cane,0
D:\data\archive\animals_224\cane\cane139.jpg,cane,0
D:\data\archive\animals_224\cane\cane1390.jpg,cane,0
D:\data\archive\animals_224\cane\cane1391.jpg,cane,0
D:\data\archive\animals_224\cane\cane1392.jpg,cane,0
D:\data\archive\animals_224\cane\cane1393.jpg,cane,0
D:\data\archive\animals_224\cane\cane1394.jpg,cane,0
D:\data\archive\animals_224\cane\cane1395.jpg,cane,0
D:\data\archive\animals_224\cane\cane1396.jpg,cane,0
D:\data\archive\animals_224\cane\cane1397.jpg,cane,0
D:\data\archive\animals_224\cane\cane1398.jpg,cane,0
D:\data\archive\animals_224\cane\cane1399.jpg,cane,0
D:\data\archive\animals_224\cane\cane14.jpg,cane,0
D:\data\archive\animals_224\cane\cane140.jpg,cane,0
D:\data\archive\animals_224\cane\cane1400.jpg,cane,0
D:\data\archive\animals_224\cane\cane1401.jpg,cane,0
D:\data\archive\animals_224\cane\cane1402.jpg,cane,0
D:\data\archive\animals_224\cane\cane1403.jpg,cane,0
D:\data\archive\animals_224\cane\cane1404.jpg,cane,0
D:\data\archive\animals_224\cane\cane1405.jpg,cane,0
D:\data\archive\animals_224\cane\cane1406.jpg,cane,0
D:\data\archive\animals_224\cane\cane1407.jpg,cane,0
D:\data\archive\animals_224\cane\cane1408.jpg,cane,0
D:\data\archive\animals_224\cane\cane1409.jpg,cane,0
D:\data\archive\animals_224\cane\cane141.jpg,cane,0
D:\data\archive\animals_224\cane\cane1410.jpg,cane,0
D:\data\archive\animals_224\cane\cane1411.jpg,cane,0
D:\data\archive\animals_224\cane\cane1412.jpg,cane,0
D:\data\archive\animals_224\cane\cane1413.jpg,cane,0
D:\data\archive\animals_224\cane\cane1414.jpg,cane,0
D:\data\archive\animals_224\cane\cane1415.jpg,cane,0
D:\data\archive\animals_224\cane\cane1416.jpg,cane,0
D:\data\archive\animals_224\cane\cane1417.jpg,cane,0
